,Id,game_result
646,45647,0
647,45648,0
648,45649,1
649,45650,0
650,45651,1
651,45652,0
652,45653,1
653,45654,1
654,45655,0
655,45656,1
656,45657,0
657,45658,0
658,45659,0
659,45660,1
660,45661,0
661,45662,0
662,45663,0
663,45664,0
664,45665,0
665,45666,0
666,45667,0
667,45668,0
668,45669,0
669,45670,0
670,45671,0
671,45672,0
672,45673,0
673,45674,1
674,45675,0
675,45676,0
676,45677,0
677,45678,0
678,45679,1
679,45680,0
680,45681,0
681,45682,0
682,45683,0
683,45684,0
684,45685,0
685,45686,0
686,45687,1
687,45688,0
688,45689,0
689,45690,0
690,45691,0
691,45692,0
692,45693,0
693,45694,1
694,45695,0
695,45696,0
696,45697,0
697,45698,1
698,45699,0
699,45700,0
700,45701,1
701,45702,1
702,45703,0
703,45704,0
704,45705,0
705,45706,0
706,45707,0
707,45708,1
708,45709,0
709,45710,0
710,45711,0
711,45712,0
712,45713,0
713,45714,1
714,45715,0
715,45716,0
716,45717,0
717,45718,0
718,45719,0
719,45720,1
720,45721,1
721,45722,1
722,45723,0
723,45724,1
724,45725,1
725,45726,0
726,45727,0
727,45728,1
728,45729,0
729,45730,1
730,45731,0
731,45732,1
732,45733,1
733,45734,1
734,45735,0
735,45736,0
736,45737,0
737,45738,0
738,45739,0
739,45740,1
740,45741,1
741,45742,0
742,45743,0
743,45744,1
744,45745,1
745,45746,1
746,45747,0
747,45748,1
748,45749,1
749,45750,0
750,45751,0
751,45752,1
752,45753,0
753,45754,1
754,45755,1
755,45756,0
756,45757,0
757,45758,0
758,45759,0
759,45760,0
760,45761,1
761,45762,1
762,45763,0
763,45764,1
764,45765,0
765,45766,0
766,45767,1
767,45768,0
768,45769,1
769,45770,1
770,45771,1
771,45772,1
772,45773,0
773,45774,0
774,45775,0
775,45776,0
776,45777,0
777,45778,1
778,45779,0
779,45780,0
780,45781,0
781,45782,0
782,45783,0
783,45784,0
784,45785,0
785,45786,0
786,45787,0
787,45788,0
788,45789,0
789,45790,0
790,45791,1
791,45792,0
792,45793,0
793,45794,0
794,45795,0
795,45796,0
796,45797,1
797,45798,0
798,45799,0
799,45800,1
800,45801,1
801,45802,0
802,45803,0
803,45804,0
804,45805,1
805,45806,1
806,45807,0
807,45808,0
808,45809,0
809,45810,1
810,45811,1
811,45812,0
812,45813,0
813,45814,0
814,45815,0
815,45816,1
816,45817,0
817,45818,0
818,45819,1
819,45820,0
820,45821,0
821,45822,1
822,45823,0
823,45824,0
824,45825,0
825,45826,0
826,45827,1
827,45828,0
828,45829,0
829,45830,0
830,45831,0
831,45832,0
832,45833,1
833,45834,1
834,45835,0
835,45836,0
836,45837,1
837,45838,1
838,45839,0
839,45840,0
840,45841,0
841,45842,0
842,45843,1
843,45844,1
844,45845,0
845,45846,1
846,45847,0
847,45848,0
848,45849,0
849,45850,0
850,45851,0
851,45852,0
852,45853,1
853,45854,0
854,45855,0
855,45856,1
856,45857,0
857,45858,0
858,45859,1
859,45860,1
860,45861,1
861,45862,1
862,45863,1
863,45864,0
864,45865,0
865,45866,0
866,45867,1
867,45868,0
868,45869,0
869,45870,1
870,45871,1
871,45872,0
872,45873,0
873,45874,1
874,45875,1
875,45876,0
876,45877,0
877,45878,0
878,45879,0
879,45880,0
880,45881,0
881,45882,0
882,45883,0
883,45884,0
884,45885,1
885,45886,0
886,45887,1
887,45888,1
888,45889,0
889,45890,0
890,45891,0
891,45892,0
892,45893,1
893,45894,1
894,45895,0
895,45896,0
896,45897,0
897,45898,0
898,45899,1
899,45900,0
900,45901,1
901,45902,0
902,45903,1
903,45904,0
904,45905,0
905,45906,1
906,45907,1
907,45908,1
908,45909,0
909,45910,1
910,45911,0
911,45912,0
912,45913,0
913,45914,1
914,45915,1
915,45916,1
916,45917,0
917,45918,0
918,45919,1
919,45920,1
920,45921,0
921,45922,0
922,45923,0
923,45924,0
924,45925,0
925,45926,0
926,45927,0
927,45928,0
928,45929,0
929,45930,1
930,45931,0
931,45932,0
932,45933,1
933,45934,0
934,45935,0
935,45936,1
936,45937,0
937,45938,1
938,45939,1
939,45940,0
940,45941,0
941,45942,0
942,45943,0
943,45944,1
944,45945,1
945,45946,1
946,45947,0
947,45948,0
948,45949,1
949,45950,1
950,45951,0
951,45952,1
952,45953,0
953,45954,0
954,45955,0
955,45956,0
956,45957,0
957,45958,0
958,45959,0
959,45960,0
960,45961,0
961,45962,0
962,45963,1
963,45964,0
964,45965,0
965,45966,1
966,45967,0
967,45968,1
968,45969,0
969,45970,0
970,45971,1
971,45972,0
972,45973,1
973,45974,0
974,45975,0
975,45976,0
976,45977,1
977,45978,1
978,45979,1
979,45980,0
980,45981,0
981,45982,0
982,45983,0
983,45984,1
984,45985,0
985,45986,0
986,45987,0
987,45988,0
988,45989,0
989,45990,0
990,45991,0
991,45992,0
992,45993,0
993,45994,0
994,45995,0
995,45996,0
996,45997,1
997,45998,0
998,45999,0
999,46000,0
1000,46001,0
1001,46002,0
1002,46003,0
1003,46004,0
1004,46005,0
1005,46006,1
1006,46007,0
1007,46008,0
1008,46009,0
1009,46010,1
1010,46011,0
1011,46012,1
1012,46013,0
1013,46014,1
1014,46015,0
1015,46016,0
1016,46017,0
1017,46018,0
1018,46019,0
1019,46020,0
1020,46021,0
1021,46022,0
1022,46023,0
1023,46024,1
1024,46025,0
1025,46026,1
1026,46027,0
1027,46028,1
1028,46029,0
1029,46030,1
1030,46031,0
1031,46032,0
1032,46033,0
1033,46034,1
1034,46035,1
1035,46036,0
1036,46037,1
1037,46038,0
1038,46039,0
1039,46040,0
1040,46041,0
1041,46042,0
1042,46043,0
1043,46044,0
1044,46045,0
1045,46046,0
1046,46047,0
1047,46048,0
1048,46049,0
1049,46050,0
1050,46051,1
1051,46052,0
1052,46053,0
1053,46054,1
1054,46055,0
1055,46056,1
1056,46057,1
1057,46058,0
1058,46059,0
1059,46060,1
1060,46061,0
1061,46062,0
1062,46063,0
1063,46064,1
1064,46065,1
1065,46066,0
1066,46067,1
1067,46068,1
1068,46069,0
1069,46070,1
1070,46071,0
1071,46072,1
1072,46073,0
1073,46074,0
1074,46075,1
1075,46076,0
1076,46077,0
1077,46078,0
1078,46079,0
1079,46080,1
1080,46081,0
1081,46082,1
1082,46083,0
1083,46084,0
1084,46085,0
1085,46086,1
1086,46087,0
1087,46088,1
1088,46089,0
1089,46090,0
1090,46091,1
1091,46092,1
1092,46093,1
1093,46094,0
1094,46095,0
1095,46096,0
1096,46097,0
1097,46098,1
1098,46099,0
1099,46100,0
1100,46101,0
1101,46102,0
1102,46103,1
1103,46104,0
1104,46105,1
1105,46106,1
1106,46107,1
1107,46108,1
1108,46109,0
1109,46110,0
1110,46111,0
1111,46112,0
1112,46113,1
1113,46114,0
1114,46115,0
1115,46116,0
1116,46117,1
1117,46118,0
1118,46119,0
1119,46120,1
1120,46121,0
1121,46122,1
1122,46123,0
1123,46124,0
1124,46125,0
1125,46126,0
1126,46127,0
1127,46128,0
1128,46129,0
1129,46130,0
1130,46131,1
1131,46132,0
1132,46133,1
1133,46134,1
1134,46135,1
1135,46136,0
1136,46137,0
1137,46138,0
1138,46139,0
1139,46140,0
1140,46141,0
1141,46142,0
1142,46143,0
1143,46144,0
1144,46145,1
1145,46146,0
1146,46147,1
1147,46148,1
1148,46149,0
1149,46150,0
1150,46151,1
1151,46152,0
1152,46153,0
1153,46154,0
1154,46155,0
1155,46156,0
1156,46157,1
1157,46158,0
1158,46159,0
1159,46160,0
1160,46161,1
1161,46162,1
1162,46163,0
1163,46164,1
1164,46165,1
1165,46166,0
1166,46167,1
1167,46168,0
1168,46169,1
1169,46170,0
1170,46171,0
1171,46172,1
1172,46173,1
1173,46174,0
1174,46175,0
1175,46176,0
1176,46177,1
1177,46178,0
1178,46179,0
1179,46180,0
1180,46181,0
1181,46182,1
1182,46183,0
1183,46184,1
1184,46185,0
1185,46186,0
1186,46187,0
1187,46188,0
1188,46189,0
1189,46190,0
1190,46191,1
1191,46192,1
1192,46193,1
1193,46194,1
1194,46195,1
1195,46196,0
1196,46197,0
1197,46198,1
1198,46199,1
1199,46200,0
1200,46201,0
1201,46202,0
1202,46203,0
1203,46204,0
1204,46205,0
1205,46206,0
1206,46207,0
1207,46208,0
1208,46209,0
1209,46210,1
1210,46211,1
1211,46212,1
1212,46213,0
1213,46214,0
1214,46215,1
1215,46216,0
1216,46217,0
1217,46218,0
1218,46219,0
1219,46220,0
1220,46221,0
1221,46222,1
1222,46223,0
1223,46224,0
1224,46225,0
1225,46226,0
1226,46227,0
1227,46228,0
1228,46229,0
1229,46230,0
1230,46231,1
1231,46232,0
1232,46233,1
1233,46234,1
1234,46235,1
1235,46236,0
1236,46237,0
1237,46238,0
1238,46239,0
1239,46240,0
1240,46241,1
1241,46242,0
1242,46243,0
1243,46244,0
1244,46245,1
1245,46246,1
1246,46247,0
1247,46248,1
1248,46249,1
1249,46250,1
1250,46251,0
1251,46252,1
1252,46253,0
1253,46254,0
1254,46255,0
1255,46256,0
1256,46257,0
1257,46258,0
1258,46259,1
1259,46260,0
1260,46261,0
1261,46262,1
1262,46263,1
1263,46264,0
1264,46265,1
1265,46266,0
1266,46267,0
1267,46268,1
1268,46269,0
1269,46270,0
1270,46271,0
1271,46272,0
1272,46273,1
1273,46274,0
1274,46275,0
1275,46276,0
1276,46277,0
1277,46278,1
1278,46279,0
1279,46280,0
1280,46281,0
1281,46282,0
1282,46283,1
1283,46284,0
1284,46285,0
1285,46286,0
1286,46287,0
1287,46288,0
1288,46289,1
1289,46290,1
1290,46291,0
1291,46292,0
1292,46293,0
1293,46294,1
1294,46295,1
1295,46296,1
1296,46297,0
1297,46298,1
1298,46299,0
1299,46300,0
1300,46301,0
1301,46302,0
1302,46303,0
1303,46304,0
1304,46305,0
1305,46306,0
1306,46307,1
1307,46308,1
1308,46309,0
1309,46310,1
1310,46311,1
1311,46312,0
1312,46313,0
1313,46314,1
1314,46315,0
1315,46316,0
1316,46317,1
1317,46318,1
1318,46319,0
1319,46320,1
1320,46321,0
1321,46322,0
1322,46323,1
1323,46324,1
1324,46325,1
1325,46326,0
1326,46327,0
1327,46328,0
1328,46329,0
1329,46330,0
1330,46331,1
1331,46332,0
1332,46333,1
1333,46334,0
1334,46335,1
1335,46336,1
1336,46337,1
1337,46338,1
1338,46339,0
1339,46340,0
1340,46341,1
1341,46342,0
1342,46343,1
1343,46344,0
1344,46345,0
1345,46346,0
1346,46347,0
1347,46348,0
1348,46349,1
1349,46350,0
1350,46351,0
1351,46352,0
1352,46353,1
1353,46354,1
1354,46355,0
1355,46356,0
1356,46357,1
1357,46358,0
1358,46359,0
1359,46360,0
1360,46361,1
1361,46362,0
1362,46363,0
1363,46364,1
1364,46365,0
1365,46366,0
1366,46367,0
1367,46368,0
1368,46369,0
1369,46370,0
1370,46371,0
1371,46372,0
1372,46373,0
1373,46374,0
1374,46375,0
1375,46376,1
1376,46377,0
1377,46378,0
1378,46379,0
1379,46380,0
1380,46381,1
1381,46382,0
1382,46383,0
1383,46384,0
1384,46385,1
1385,46386,0
1386,46387,1
1387,46388,1
1388,46389,0
1389,46390,0
1390,46391,1
1391,46392,1
1392,46393,0
1393,46394,0
1394,46395,0
1395,46396,0
1396,46397,0
1397,46398,0
1398,46399,0
1399,46400,0
1400,46401,0
1401,46402,0
1402,46403,1
1403,46404,0
1404,46405,0
1405,46406,1
1406,46407,0
1407,46408,0
1408,46409,0
1409,46410,0
1410,46411,1
1411,46412,0
1412,46413,1
1413,46414,0
1414,46415,1
1415,46416,1
1416,46417,0
1417,46418,1
1418,46419,1
1419,46420,0
1420,46421,0
1421,46422,0
1422,46423,0
1423,46424,0
1424,46425,0
1425,46426,1
1426,46427,0
1427,46428,0
1428,46429,0
1429,46430,0
1430,46431,1
1431,46432,0
1432,46433,0
1433,46434,0
1434,46435,0
1435,46436,0
1436,46437,1
1437,46438,0
1438,46439,1
1439,46440,0
1440,46441,1
1441,46442,1
1442,46443,0
1443,46444,1
1444,46445,0
1445,46446,1
1446,46447,0
1447,46448,1
1448,46449,1
1449,46450,1
1450,46451,1
1451,46452,0
1452,46453,0
1453,46454,0
1454,46455,1
1455,46456,0
1456,46457,0
1457,46458,0
1458,46459,1
1459,46460,0
1460,46461,0
1461,46462,0
1462,46463,1
1463,46464,0
1464,46465,1
1465,46466,1
1466,46467,0
1467,46468,1
1468,46469,1
1469,46470,0
1470,46471,0
1471,46472,0
1472,46473,1
1473,46474,0
1474,46475,1
1475,46476,0
1476,46477,0
1477,46478,0
1478,46479,1
1479,46480,1
1480,46481,0
1481,46482,1
1482,46483,0
1483,46484,0
1484,46485,0
1485,46486,0
1486,46487,1
1487,46488,1
1488,46489,0
1489,46490,0
1490,46491,1
1491,46492,1
1492,46493,0
1493,46494,0
1494,46495,0
1495,46496,0
1496,46497,1
1497,46498,1
1498,46499,0
1499,46500,1
1500,46501,0
1501,46502,0
1502,46503,0
1503,46504,0
1504,46505,1
1505,46506,1
1506,46507,0
1507,46508,0
1508,46509,1
1509,46510,1
1510,46511,0
1511,46512,0
1512,46513,0
1513,46514,0
1514,46515,1
1515,46516,1
1516,46517,0
1517,46518,1
1518,46519,0
1519,46520,1
1520,46521,0
1521,46522,0
1522,46523,0
1523,46524,0
1524,46525,0
1525,46526,1
1526,46527,0
1527,46528,1
1528,46529,0
1529,46530,0
1530,46531,0
1531,46532,0
1532,46533,1
1533,46534,0
1534,46535,1
1535,46536,0
1536,46537,1
1537,46538,0
1538,46539,0
1539,46540,0
1540,46541,1
1541,46542,0
1542,46543,0
1543,46544,1
1544,46545,0
1545,46546,0
1546,46547,0
1547,46548,0
1548,46549,0
1549,46550,1
1550,46551,0
1551,46552,0
1552,46553,0
1553,46554,1
1554,46555,0
1555,46556,0
1556,46557,0
1557,46558,0
1558,46559,1
1559,46560,0
1560,46561,1
1561,46562,0
1562,46563,0
1563,46564,0
1564,46565,1
1565,46566,0
1566,46567,0
1567,46568,0
1568,46569,0
1569,46570,0
1570,46571,1
1571,46572,1
1572,46573,0
1573,46574,1
1574,46575,0
1575,46576,1
1576,46577,0
1577,46578,0
1578,46579,1
1579,46580,0
1580,46581,0
1581,46582,1
1582,46583,0
1583,46584,1
1584,46585,1
1585,46586,0
1586,46587,1
1587,46588,1
1588,46589,0
1589,46590,1
1590,46591,0
1591,46592,0
1592,46593,0
1593,46594,1
1594,46595,1
1595,46596,0
1596,46597,0
1597,46598,1
1598,46599,0
1599,46600,1
1600,46601,0
1601,46602,0
1602,46603,0
1603,46604,0
1604,46605,1
1605,46606,0
1606,46607,1
1607,46608,0
1608,46609,1
1609,46610,0
1610,46611,1
1611,46612,1
1612,46613,0
1613,46614,0
1614,46615,0
1615,46616,0
1616,46617,0
1617,46618,1
1618,46619,1
1619,46620,0
1620,46621,1
1621,46622,1
1622,46623,1
1623,46624,0
1624,46625,0
1625,46626,0
1626,46627,0
1627,46628,0
1628,46629,0
1629,46630,0
1630,46631,1
1631,46632,0
1632,46633,1
1633,46634,0
1634,46635,1
1635,46636,0
1636,46637,0
1637,46638,0
1638,46639,1
1639,46640,0
1640,46641,0
1641,46642,0
1642,46643,0
1643,46644,1
1644,46645,0
1645,46646,0
1646,46647,0
1647,46648,0
1648,46649,0
1649,46650,0
1650,46651,0
1651,46652,0
1652,46653,0
1653,46654,0
1654,46655,0
1655,46656,0
1656,46657,1
1657,46658,0
1658,46659,0
1659,46660,0
1660,46661,0
1661,46662,1
1662,46663,0
1663,46664,0
1664,46665,0
1665,46666,0
1666,46667,0
1667,46668,1
1668,46669,1
1669,46670,0
1670,46671,0
1671,46672,0
1672,46673,1
1673,46674,0
1674,46675,0
1675,46676,0
1676,46677,0
1677,46678,1
1678,46679,1
1679,46680,0
1680,46681,1
1681,46682,1
1682,46683,1
1683,46684,0
1684,46685,0
1685,46686,1
1686,46687,1
1687,46688,1
1688,46689,0
1689,46690,0
1690,46691,1
1691,46692,1
1692,46693,0
1693,46694,1
1694,46695,1
1695,46696,0
1696,46697,0
1697,46698,0
1698,46699,0
1699,46700,0
1700,46701,1
1701,46702,0
1702,46703,1
1703,46704,0
1704,46705,1
1705,46706,0
1706,46707,0
1707,46708,0
1708,46709,0
1709,46710,0
1710,46711,0
1711,46712,1
1712,46713,1
1713,46714,0
1714,46715,1
1715,46716,0
1716,46717,0
1717,46718,0
1718,46719,0
1719,46720,0
1720,46721,1
1721,46722,0
1722,46723,1
1723,46724,0
1724,46725,0
1725,46726,0
1726,46727,0
1727,46728,1
1728,46729,1
1729,46730,0
1730,46731,0
1731,46732,0
1732,46733,0
1733,46734,0
1734,46735,0
1735,46736,1
1736,46737,0
1737,46738,0
1738,46739,0
1739,46740,0
1740,46741,0
1741,46742,0
1742,46743,0
1743,46744,0
1744,46745,0
1745,46746,1
1746,46747,0
1747,46748,0
1748,46749,1
1749,46750,1
1750,46751,0
1751,46752,1
1752,46753,0
1753,46754,1
1754,46755,0
1755,46756,0
1756,46757,0
1757,46758,1
1758,46759,0
1759,46760,0
1760,46761,0
1761,46762,0
1762,46763,1
1763,46764,0
1764,46765,0
1765,46766,1
1766,46767,1
1767,46768,1
1768,46769,0
1769,46770,1
1770,46771,0
1771,46772,1
1772,46773,1
1773,46774,0
1774,46775,0
1775,46776,0
1776,46777,0
1777,46778,0
1778,46779,0
1779,46780,1
1780,46781,1
1781,46782,1
1782,46783,1
1783,46784,1
1784,46785,0
1785,46786,0
1786,46787,0
1787,46788,0
1788,46789,1
1789,46790,0
1790,46791,0
1791,46792,1
1792,46793,0
1793,46794,1
1794,46795,0
1795,46796,0
1796,46797,0
1797,46798,1
1798,46799,1
1799,46800,0
1800,46801,0
1801,46802,0
1802,46803,0
1803,46804,0
1804,46805,1
1805,46806,0
1806,46807,0
1807,46808,1
1808,46809,0
1809,46810,0
1810,46811,0
1811,46812,0
1812,46813,0
1813,46814,0
1814,46815,1
1815,46816,0
1816,46817,0
1817,46818,0
1818,46819,0
1819,46820,1
1820,46821,1
1821,46822,0
1822,46823,1
1823,46824,1
1824,46825,1
1825,46826,1
1826,46827,0
1827,46828,0
1828,46829,0
1829,46830,1
1830,46831,1
1831,46832,0
1832,46833,0
1833,46834,0
1834,46835,0
1835,46836,0
1836,46837,1
1837,46838,0
1838,46839,0
1839,46840,1
1840,46841,0
1841,46842,0
1842,46843,0
1843,46844,0
1844,46845,1
1845,46846,0
1846,46847,0
1847,46848,0
1848,46849,0
1849,46850,0
1850,46851,0
1851,46852,0
1852,46853,0
1853,46854,0
1854,46855,1
1855,46856,0
1856,46857,1
1857,46858,1
1858,46859,0
1859,46860,1
1860,46861,1
1861,46862,0
1862,46863,1
1863,46864,1
1864,46865,0
1865,46866,0
1866,46867,0
1867,46868,0
1868,46869,0
1869,46870,1
1870,46871,0
1871,46872,0
1872,46873,0
